3314	2111
6859	3978
3340	3900
5008	4376
9040	4701
1909	5296
345	1917
7803	4985
2158	7795
6421	5302
3236	9772
1348	6772
7012	8265
9687	4966
4720	9764
3829	2493
3920	1692
7670	9359
6989	9461
908	6237
4784	7674
8679	9582
8875	9215
1505	5626
3277	5210
9137	7682
3304	2229
7940	7713
9799	3343
6182	8116
2469	4438
4821	4935
2909	8885
6320	3887
8098	7237
3708	1979
5192	4555
4568	2013
3096	1696
1253	4450
9006	1858
4816	6320
5745	8593
9015	6504
2341	2182
6358	3790
9028	1777
6262	726
3414	3422
2031	4483
4255	7905
6236	6397
8396	9194
3144	735
5753	7944
8306	9858
7373	7531
4185	4665
539	5435
8724	7146
3147	5387
9960	4561
5335	7656
818	7651
6955	1194
7636	4725
2677	4465
4498	6893
5691	7426
2303	1105
5393	5641
763	1259
908	3983
5355	8649
9406	3578
4545	7997
4015	6170
2646	5324
9145	6904
9800	782
5	4195
6435	2822
6921	5536
7742	100
9909	7035
7180	2403
6124	5926
6583	6601
6627	1298
2895	2087
2870	2839
1470	6218
2491	2212
5965	8097
9891	5340
2064	8453
8150	5352
6736	8972
8956	1088
3949	2946
8203	4412
5838	3133
8801	6730
2076	2054
951	3286
6340	8066
822	1067
4532	3271
8437	6203
7063	6919
6933	9883
8852	6096
3113	1826
4392	515
9963	8889
9847	5561
3663	4386
3119	6334
2185	7191
329	2894
5532	2187
6451	5003
724	3771
925	7352
9252	9970
7830	9542
7891	7239
2749	909
5541	5785
903	1870
5999	5663
1239	1279
7246	6762
1343	1922
5779	8988
1263	6994
2282	3812
2369	4389
652	2926
9027	694
7964	2580
1743	1073
1887	4074
9928	2574
1918	4990
1582	3543
1516	5762
7050	229
2309	4587
8041	3667
3867	6812
1831	8414
7477	2093
1460	6931
7223	1580
3748	6652
2203	6134
3590	4901
9692	4327
143	5396
4479	4447
1944	9851
82	5713
2578	4853
3618	2283
528	2602
8774	9359
4999	9145
5425	774
739	8940
1531	5940
3114	3010
6860	5272
1151	1437
6795	7477
7241	7134
6431	6102
3962	6487
7901	6079
5951	135
1118	6806
9778	2231
9547	9754
2146	9043
9591	2116
8647	5266
9491	9792
5483	9748
7307	7609
1642	7240
1156	2067
2656	6444
3246	4901
8937	8881
9641	4390
8685	8833
1572	8462
1353	7825
9640	5309
1287	5059
7671	7740
1408	1770
1358	2857
5139	7899
4714	2899
1171	1444
3567	7688
2403	8808
8305	8960
3479	6117
8410	5026
5576	8104
8136	1182
2027	5331
2829	4065
8206	3101
1541	7330
805	2168
4736	8563
9677	2317
668	6308
8753	1755
2467	6176
6278	6745
5467	1031
2059	3180
8458	4653
6789	1660
5026	8716
5646	5511
278	4368
4915	6849
7764	1869
7953	5471
1940	7353
2583	4430
1358	273
5324	1552
3017	6981
8879	9674
3596	7749
9256	8416
3733	3305
8818	5349
1645	7304
8995	7407
9935	9753
7648	829
9550	7492
8776	4539
2286	5455
8720	2579
2722	3359
9318	5233
7611	2492
4939	9051
3944	3992
1190	482
5585	6994
1979	6736
7159	3930
5850	5929
9027	5416
9250	9920
1465	2507
5652	6835
7665	9053
9154	7877
3090	1991
90	4096
7910	9070
804	4173
5840	7352
9834	133
6626	6264
1243	7568
2467	2314
8940	978
380	7441
7421	2990
4831	239
6139	1819
9879	4338
304	8731
5879	7684
3260	387
9715	3999
8862	9881
1858	5415
5079	8558
8107	969
7025	9821
4538	2430
8147	9847
1688	1349
5527	1689
8877	2261
1024	5819
6184	1719
3012	4054
7747	4751
6578	5445
2660	4745
4828	7060
6155	8831
2016	420
3362	529
2276	7564
482	9089
1912	8518
456	5286
742	2413
9814	1329
884	5123
3394	6066
9684	9404
5223	3416
4666	4002
6343	5654
1095	2646
1919	2685
3085	4575
2311	8142
3509	5031
2349	297
5279	6218
5876	3805
2923	8202
887	7201
9048	279
5547	8982
7489	5193
1640	6266
6703	4037
3556	6550
2481	9236
910	9851
6976	4184
5484	670
7339	485
2981	8848
726	9686
8776	5124
6790	7692
9552	2867
970	9508
576	9354
4768	869
709	7935
5663	8846
5889	76
727	5519
2462	1945
8576	3518
8000	1785
5169	6486
1035	5376
8333	6371
2041	1925
4964	3709
7399	3230
9200	5679
2006	2001
4522	5527
1777	5065
3243	4926
3335	126
6097	15
2986	9181
3696	8076
7450	9105
6572	3222
7022	4365
7718	2221
798	7909
4400	9027
5789	7402
7195	3937
9963	6486
3271	5854
9827	1805
3649	7789
9351	1481
2557	1412
3733	6324
2374	8759
7159	3127
1635	9782
3361	3770
6113	2228
2896	2364
7398	4492
8278	1724
4345	8873
6949	5611
7974	3322
7378	7996
8480	1703
3376	3086
4153	9490
9441	2708
3947	316
3360	4761
5487	67
7663	1105
3483	7374
6265	1477
9636	6120
8328	5553
9987	8140
212	4301
6857	113
4066	5236
8350	4644
7159	702
2023	1787
8580	9192
6583	3852
6647	406
9999	9371
3295	7024
3209	3742
9731	9397
8754	3189
2807	8520
9341	170
1028	9088
5119	9401
5271	8009
3519	3378
6751	8216
6707	56
8462	6617
5489	3257
7786	5695
5711	9969
9150	7288
7719	8954
8970	9758
6092	3158
6606	98
9203	6898
5129	906
114	3801
2824	2324
1792	3483
2459	1872
4651	54
4625	4683
3805	257
8169	6165
4721	3089
2025	1146
5160	4855
7087	4058
7451	259
9758	9582
9813	8720
9170	386
1712	2574
6383	5814
1373	6215
5741	2989
7893	989
7546	4318
7495	6827
2843	7418
7898	9582
6048	5125
8927	3357
1612	2111
9886	5590
5414	7108
1815	1274
6401	9900
5422	4636
3249	4778
8273	6616
1818	3666
9359	5512
3504	1105
2887	1675
3196	7640
6260	4622
7227	4575
4965	3050
5380	6127
2253	4344
9499	1548
9045	5644
7950	254
8700	5525
3675	1499
4783	4388
1510	5609
6618	5659
7866	4922
5977	6650
898	1728
2457	6096
105	6615
1238	3657
2612	6373
1844	6247
5936	4340
1244	3522
2280	1407
4873	3293
7000	4998
1590	4783
5774	8613
9668	4013
7550	9258
7749	5763
9379	2404
8363	7841
2585	7834
9154	1035
1686	8357
3162	6586
783	4161
8110	9893
2473	2877
2920	2663
8819	1311
2858	1860
5629	7910
6001	32
6903	9733
2023	8825
2279	3319
7573	5730
4231	2553
6990	8281
218	5089
2087	4008
9848	9850
7855	945
4671	7505
8128	2042
6940	6993
1682	3200
4958	782
5119	1715
9892	690
1633	4257
3912	2849
2300	5236
4446	6165
4368	6013
4849	8927
5408	1323
2078	3328
2411	3993
4768	7127
6486	1384
8580	9302
3298	6802
5243	6315
4186	7515
8859	3586
5758	8902
4723	4922
6906	8101
2877	8282
9925	3718
9013	1651
7678	4416
9610	6046
8890	8826
